idx,平台,昵称,频道链接,地区,粉丝数,是否游戏,类目,置信度,AI 判断理由,阶段
1715,Youtube,Jerome Labelle - Honest Rogue Games,https://www.youtube.com/@HonestRogueGames,加拿大,1650,是,RPG,中,Honest Rogue Games suggests indie/rogue-like RPG coverage.,A
1776,Youtube,TinyBones,https://www.youtube.com/@TinyBonesBS,加拿大,1210,是,Casual,中,TinyBones suggests casual/indie gaming.,A
1783,Youtube,Snack Games,https://www.youtube.com/@snackgames13,加拿大,950,是,Casual,中,Snack Games suggests casual gaming focus.,A
1707,Youtube,Smash \u0026 Dash,https://www.youtube.com/@SmashDash_k,加拿大,663,是,Casual,中,Smash suggests Super Smash Bros; casual fighting game.,A
2245,Youtube,Gaming Podcast,https://www.youtube.com/@gamingpodcast.,巴基斯坦,8440,是,Esports,中,Gaming Podcast likely esports/gaming analysis.,A
2263,Youtube,THE GAMICS,https://www.youtube.com/@THEGAMICS,巴基斯坦,8430,是,Casual,中,Gamics suggests gaming; likely casual content.,A
2402,Youtube,AbbasiPlays ,https://www.youtube.com/@AbbasiPlayss,巴基斯坦,7640,是,Casual,中,Name suggests gaming but unclear which genre.,A
2255,Youtube,Gaming with Kingoo,https://www.youtube.com/@Gamingwithkingoo,巴基斯坦,7550,是,Casual,中,Gaming keyword present; likely casual/mobile gaming content.,A
2500,Youtube,kids entertainment,https://www.youtube.com/@funpointwithali8998,巴基斯坦,6260,是,Casual,中,"Kids entertainment suggests casual/family-friendly content, likely non-gaming.",A
2269,Youtube,Gamer Guy,https://www.youtube.com/@ImGamerGuy,巴基斯坦,5180,是,Casual,中,Gamer Guy indicates gaming content.,A
2247,Youtube,Cyber Vision,https://www.youtube.com/@cybervision4207,巴基斯坦,4240,是,Casual,中,Cyber Vision suggests tech/gaming content.,A
2448,Youtube,Gamingplay9557,https://www.youtube.com/@Gamingsplay9557,巴基斯坦,4210,是,Casual,中,"Gaming channel, genre unspecified.",A
2265,Youtube,Gamifly,https://www.youtube.com/@gamifly,巴基斯坦,3860,是,Casual,中,Gamifly suggests gaming; likely casual/mobile games.,A
2419,Youtube,Adil's Gaming,https://www.youtube.com/@adils_gaming,巴基斯坦,3730,是,Casual,中,Gaming channel but genre unspecified.,A
2264,Youtube,I am gamer,https://www.youtube.com/@daskaboy998,巴基斯坦,3160,是,Casual,中,I am gamer indicates gaming; likely casual focus.,A
2508,Youtube,Shazi Plays ,https://www.youtube.com/@Shazi_Plays,巴基斯坦,2920,是,FPS,中,Plays suggests gaming; likely mobile or casual FPS.,A
2260,Youtube,Play Pulse,https://www.youtube.com/@playpulse1181,巴基斯坦,2450,是,Casual,中,Play Pulse suggests gaming; likely casual games.,A
2431,Youtube,Virtual Warrior,https://www.youtube.com/@virtualwarriorfaisal,巴基斯坦,2320,是,Casual,中,Warrior name suggests gaming content.,A
2435,Youtube,Shirjeel_plays,https://www.youtube.com/@Shirjeel_plays,巴基斯坦,2200,是,Casual,中,Plays tag suggests gaming content.,A
2331,Youtube,TurboGurus,https://www.youtube.com/@TurboGurus,巴基斯坦,2180,是,Simulation,中,TurboGurus suggests racing/vehicle simulation games.,A
2432,Youtube,CYBER GaminG KOF,https://www.youtube.com/@CYBERGaminGKOF,巴基斯坦,2170,是,Casual,中,"Gaming channel, genre unspecified.",A
2413,Youtube,Gaming Solutions,https://www.youtube.com/@gamingsolutions3774,巴基斯坦,2150,是,Casual,中,Gaming solutions suggests casual/general gaming.,A
2291,Youtube,ok racer,https://www.youtube.com/@okracer,巴基斯坦,1920,是,Simulation,中,Ok racer suggests racing/simulation games.,A
2449,Youtube,NOMI GAMES,https://www.youtube.com/@NOMICOD,巴基斯坦,1730,是,Casual,中,Games tag suggests casual gaming.,A
2409,Youtube,Builder Playz,https://www.youtube.com/@BuilderPlays0,巴基斯坦,1480,是,沙盒,中,Builder name suggests sandbox/building games.,A
2434,Youtube,Codux Gaming,https://www.youtube.com/@coduxgaming1,巴基斯坦,1390,是,Casual,中,"Gaming channel, genre unspecified.",A
2414,Youtube,MULTI GAMER,https://www.youtube.com/@MULTI._.GAMER109,巴基斯坦,1250,是,Casual,中,Multi-gamer suggests casual/varied gaming.,A
2418,Youtube,TwinSis Gamer,https://www.youtube.com/@twinsisgamer,巴基斯坦,1240,是,Casual,中,Gamer tag suggests casual gaming content.,A
2257,Youtube,Family games wala,https://www.youtube.com/@FamilygamesWala,巴基斯坦,1210,是,Casual,中,Family games suggests casual gaming content.,A
2267,Youtube,FA Gaming ,https://www.youtube.com/@fagaming10,巴基斯坦,1210,是,Casual,中,FA Gaming clearly gaming-focused.,A
2427,Youtube,Mutishim Gaming,https://www.youtube.com/@mutishimgaming8506,巴基斯坦,1160,是,Casual,中,"Gaming channel, genre unspecified.",A
2408,Youtube,Gamingvideos,https://www.youtube.com/@Gameswithmnaeem,巴基斯坦,1140,是,Casual,中,Gaming videos but genre unclear.,A
2462,Youtube,Issa Toys \u0026 Games,https://www.youtube.com/@IssaToysReviews,巴基斯坦,1140,是,Casual,中,Toys & Games suggests casual gaming content.,A
2443,Youtube,RT Gaming,https://www.youtube.com/@RTGaming890,巴基斯坦,1130,是,Casual,中,"Gaming channel, genre unspecified.",A
2420,Youtube,PRO GAMING ,https://www.youtube.com/@krkhan83,巴基斯坦,1050,是,Casual,中,Pro gaming suggests competitive casual games.,A
2442,Youtube,Virtual Gladiator,https://www.youtube.com/@FIAZ4246,巴基斯坦,722,是,Casual,中,Gladiator name suggests gaming.,A
2289,Youtube,XBDS Gaming,https://www.youtube.com/@xbdsgaming,巴基斯坦,683,是,Casual,中,XBDS Gaming clearly gaming-focused.,A
2440,Youtube,Abrar Plays,https://www.youtube.com/@AbrarPlays,巴基斯坦,628,是,Casual,中,Plays tag suggests gaming content.,A
2266,Youtube,Stoned Gamerz,https://www.youtube.com/@stonedgamerz22,巴基斯坦,521,是,Casual,中,Stoned Gamerz indicates gaming content.,A
2268,Youtube,FilmCraft Gaming,https://www.youtube.com/@FilmCraftGaming,巴基斯坦,506,是,Casual,中,FilmCraft Gaming suggests gaming content.,A
68,Youtube,10 Cent Zocker,https://www.youtube.com/@10CentZocker,德国,5280,是,Casual,中,10 Cent Zocker suggests budget/casual gaming content,A
74,Youtube,Infinite Space,https://www.youtube.com/@infinitespace239,德国,5260,是,RPG/Simulation,中,Infinite Space suggests space/sci-fi game content,A
85,Youtube,KledFlintstone,https://www.youtube.com/@KledFlintstone,德国,1950,是,Retro,中,KledFlintstone suggests retro/classic gaming reference,A
32,Youtube,Toucan Indie Games,https://www.youtube.com/@CozyToucanGames,德国,1800,是,Casual,中,Toucan Indie Games suggests indie/casual game focus.,A
57,Youtube,ShiroxAtWar,https://www.youtube.com/@ShiroxAtWar,德国,1580,是,FPS,中,Shirox at War suggests competitive FPS gameplay,A
1681,Youtube,シムパパ,https://www.youtube.com/@SimPapa,日本,5800,是,Simulation,中,SimPapa suggests simulation game content,A
764,Youtube,soulSilver ImpacT,https://www.youtube.com/@soulSilverImpacT,美国,10000,是,MOBA,中,"Soul Silver suggests Pokémon, but 'Impact' hints competitive gaming.",A
1279,Youtube,Ske7ch,https://www.youtube.com/@LSke7chL,美国,9760,是,Casual,中,Gaming-related handle suggests gaming content.,A
375,Youtube,Gummy Bear Gaming,https://www.youtube.com/@GummyBearGaming.,美国,9620,是,Casual,中,Name 'Gummy Bear Gaming' suggests casual/family gaming content.,A
330,Youtube,DelverofDungeons,https://www.youtube.com/@DelverofDungeons,美国,8860,是,RPG,中,Dungeons reference suggests RPG/fantasy gaming.,A
105,Youtube,Relic Ronin,https://www.youtube.com/@RelicRonin,美国,8040,是,Retro,中,Relic suggests retro/classic gaming content.,A
1002,Youtube,Qdomness Gaming Train Gang,https://www.youtube.com/@QDOMNESS_GAMING,美国,7980,是,Casual,中,Handle explicitly contains 'GAMING'; likely gaming channel.,B-recovered
851,Youtube,GodsBattle,https://www.youtube.com/@godsbattle,美国,7870,是,RPG,中,'GodsBattle' suggests fantasy/RPG gameplay.,A
1184,Youtube,Helios Playz,https://www.youtube.com/@HeliosPlayz,美国,7760,是,FPS,中,"Playz suggests gaming, likely FPS content.",A
907,Youtube,Yojo Senpai,https://www.youtube.com/@yojosenpai261,美国,7400,是,二次元,中,"Senpai reference suggests anime interest, possibly anime games.",A
841,Youtube,R3d Viking,https://www.youtube.com/@R3dViking1,美国,6600,是,RPG,中,"Crimson Desert gameplay streams visible, RPG game content.",B-recovered
1384,Youtube,Riotmaker650,https://www.youtube.com/@riotmaker650,美国,6500,是,FPS,中,Riotmaker suggests Riot Games/FPS content.,A
1201,Youtube,IceifiedFN,https://www.youtube.com/@IceifiedFN,美国,6370,是,FPS,中,FN likely Fortnite; handle suggests FPS gaming content.,A
1256,Youtube,Rad Dad Redemption,https://www.youtube.com/@RadDadRedemption,美国,6140,是,Casual,中,'Rad Dad' suggests casual/family gaming content.,A
1312,Youtube,RSGPlays,https://www.youtube.com/@MrStormsink,美国,6100,是,FPS,中,"RSG likely gaming, Stormsink suggests competitive play",A
323,Youtube,Aaron Shack,https://www.youtube.com/@AaronShack64,美国,5890,是,Retro,中,64 suffix suggests Nintendo 64 retro gaming.,A
716,Youtube,GusGT3,https://www.youtube.com/@GusGT3,美国,5730,是,Simulation,中,GusGT3 suggests Gran Turismo 3 racing simulation focus.,A
108,Youtube,SaiyaRan Gaming,https://www.youtube.com/@SaiyaRanGaming,美国,5530,是,二次元/RPG,中,SaiyaRan suggests anime-style gaming content.,A
309,Youtube,Legendary Gamer,https://www.youtube.com/@legendarygamer271,美国,5520,是,Casual,中,Handle contains 'Gamer'; likely gaming content creator.,B-recovered
596,Youtube,OneShotRich,https://www.youtube.com/@OneShotRich,美国,5260,是,FPS,中,OneShotRich suggests FPS or precision gaming.,A
644,Youtube,Play and learn with Ruskid ,https://www.youtube.com/@RUSkids2023,美国,5070,是,Casual,中,Play and learn suggests casual educational games,A
1629,Youtube,SRP GAMER,https://www.youtube.com/@SRPGAMER41,美国,4940,是,FPS,中,GAMER in handle suggests gaming focus.,A
1492,Youtube,NerdOut,https://www.youtube.com/@NerdOutnet,美国,4920,是,Casual,中,"Nerd culture suggests gaming interest, likely casual content.",A
1285,Youtube,The Gaming Timeline,https://www.youtube.com/@TheGamingTimeline,美国,4810,是,Esports,中,'Gaming Timeline' suggests gaming history/esports coverage.,A
1446,Youtube,Kali-Q Games,https://www.youtube.com/@kali-qgames1301,美国,4790,是,FPS,中,"Kali-Q Games suggests gaming channel, likely FPS.",A
1286,Youtube,Cheeky Pika,https://www.youtube.com/@CheekyPika,美国,4700,是,Casual,中,"Pika reference suggests gaming, likely casual/Pokémon.",A
1465,Youtube,Sofi Plays,https://www.youtube.com/@SofiPlayss,美国,4660,是,Casual,中,"Plays tag indicates gaming content, likely casual.",A
658,Youtube,71 Gaming,https://www.youtube.com/@71Gaming,美国,4650,是,Casual,中,Gaming in name; likely casual/general gaming.,A
731,Youtube,Mochi Crafts,https://www.youtube.com/@MochiMarie,美国,4090,是,Casual,中,Mochi Crafts suggests casual crafting/creative content.,A
301,Youtube,A2Z Gaming TV,https://www.youtube.com/@A2ZGamingTV,美国,3750,是,Casual,中,Handle contains 'Gaming TV'; likely gaming-related channel.,B-recovered
1628,Youtube,Awesome Tech Gaming Pro,https://www.youtube.com/@AwesomeTechGamingPro,美国,3650,是,FPS,中,Gaming Pro in name suggests gaming content.,A
297,Youtube,Bee Family Games,https://www.youtube.com/@beefamilygames,美国,3440,是,Casual,中,Family games suggests casual gaming content.,A
889,Youtube,NachoRacingTV,https://www.youtube.com/@NachoRacingTV,美国,3420,是,Simulation,中,Racing TV suggests racing/vehicle simulation games.,A
1276,Youtube,Pixel Fella,https://www.youtube.com/@PixelFella,美国,3420,是,Retro,中,'Pixel' suggests retro/classic gaming content.,A
553,Youtube,Pink Alpaca Plays,https://www.youtube.com/@pinkalpaca,美国,3360,是,Casual,中,Pink Alpaca Plays suggests casual gaming content.,A
1318,Youtube,KingkaiHero,https://www.youtube.com/@Kingkaihero,美国,3280,是,MOBA,中,"Kingkai references Dragon Ball, possible anime gaming",A
753,Youtube,Redbeardflynn Rolls A One,https://www.youtube.com/@RedbeardflynnRollsAOne,美国,3170,是,Retro,中,D&D reference suggests tabletop/retro gaming focus.,A
1453,Youtube,Playing Bones,https://www.youtube.com/@playingbones,美国,3070,是,Casual,中,"Generic gaming name, likely casual/general gaming content.",A
1365,Youtube,WolfInsane,https://www.youtube.com/@WolfInsaneYT,美国,2870,是,FPS,中,Wolf/Insane suggests competitive FPS gaming.,A
1332,Youtube,Risingsonic17,https://www.youtube.com/@RisingSonic17,美国,2830,是,Retro,中,Sonic reference suggests retro gaming interest,A
605,Youtube,TimToonGamer,https://www.youtube.com/@timtoongamer,美国,2760,是,Casual,中,Toon gamer suggests casual/cartoon games,A
1459,Youtube,Mulaverse Gaming,https://www.youtube.com/@mulaversegaming,美国,2740,是,Casual,中,Mulaverse suggests gaming universe/casual gaming focus.,A
283,Youtube,Farmers 4.0,https://www.youtube.com/@Farmers4.0,美国,2610,是,Simulation,中,Farmers suggests farming simulation games.,A
1028,Youtube,B and J's Little Farm ,https://www.youtube.com/@BandJslittlefarm,美国,2600,是,Simulation,中,Farm content suggests farming simulation interest.,A
659,Youtube,Cool Bright Kids,https://www.youtube.com/@coolbrightkids1001,美国,2590,是,Casual,中,Kids content with gaming potential; casual focus.,A
890,Youtube,RGT Productions,https://www.youtube.com/@realrgtproductions,美国,2550,是,Retro,中,'RGT Productions' likely retro game tech content.,A
873,Youtube,InDepth Gaming!,https://www.youtube.com/@InDepthGaming,美国,2540,是,RPG,中,'InDepth Gaming' suggests game analysis/coverage.,A
813,Youtube,Pynk_Gamer,https://www.youtube.com/@Pynk_gamer,美国,2200,是,Casual,中,Handle contains 'Gamer'; likely gaming despite fetch error.,B-recovered
348,Youtube,itzEliteMC,https://www.youtube.com/@itzelitemc,美国,2190,是,Casual,中,MC suffix suggests Minecraft focus.,A
1423,Youtube,AAN Game,https://www.youtube.com/@AANGame,美国,2170,是,FPS,中,"AAN Game suggests gaming, likely FPS or general gaming.",A
1641,Youtube,TerminatoR Gaming Buddy,https://www.youtube.com/@TerminatoRGamingBuddy,美国,2110,是,FPS,中,Gaming Buddy in name suggests gaming.,A
362,Youtube,Man Vs Cards,https://www.youtube.com/@ManvsCards,美国,2080,是,Casual,中,Card games typically casual/competitive card game content.,A
975,Youtube,Pigi_Oink,https://www.youtube.com/@Pigi_Oink,美国,1960,是,Casual,中,Pigi_Oink suggests casual/cute gaming content,A
884,Youtube,The in-game Dialogues,https://www.youtube.com/@TheingameDialogues,美国,1840,是,RPG,中,In-game dialogue analysis suggests story-driven games.,A
860,Youtube,BMG Playthroughs,https://www.youtube.com/@BMGplaythroughs,美国,1830,是,RPG,中,'Playthroughs' suggests story-driven game coverage.,A
781,Youtube,VaderDad Builds,https://www.youtube.com/@VaderDadBuilds,美国,1820,是,沙盒,中,Builds in name suggests sandbox/building games.,A
1497,Youtube,Future of Play,https://www.youtube.com/@heyglitch,美国,1720,是,Casual,中,Future of Play suggests gaming/entertainment focus.,A
1173,Youtube,FOX Gaming Test,https://www.youtube.com/@FOXGamingTest,美国,1690,是,FPS,中,"FOX Gaming suggests gaming content, likely FPS.",A
1496,Youtube,Platinum Reviews,https://www.youtube.com/@PlatinumReviews123,美国,1670,是,Casual,中,Reviews channel likely covers gaming among other content.,A
311,Youtube,CamIAMgaming,https://www.youtube.com/@camiamgaming,美国,1640,是,Casual,中,Handle contains 'gaming'; likely gaming content creator.,B-recovered
267,Youtube,Brainrot Trivia,https://www.youtube.com/@Brainrottrivia,美国,1410,是,Casual,中,Brainrot trivia suggests casual trivia games.,A
252,Youtube,Word Sweet,https://www.youtube.com/@wordsweetcom,美国,1380,是,Casual,中,Word games suggest casual puzzle content.,A
1186,Youtube,Play with Jhai,https://www.youtube.com/@Playwithjhai,美国,1350,是,Casual,中,Play-focused name suggests casual gaming content.,A
1457,Youtube,harvdentgaming,https://www.youtube.com/@harvdentgaming,美国,1350,是,Casual,中,Gaming handle suggests general gaming content.,A
1249,Youtube,FNPlays,https://www.youtube.com/@FNPlays,美国,1310,是,FPS,中,FNPlays likely Fortnite; suggests FPS gaming content.,A
819,Youtube,Casually Matthew,https://www.youtube.com/@CasuallyMatthew,美国,1290,是,Casual,中,Casually Matthew suggests casual gaming content.,A
306,Youtube,NAC Games,https://www.youtube.com/@nac_games,美国,1250,是,Casual,中,Handle contains 'Games'; likely gaming-related channel.,B-recovered
90,Youtube,Sword and Board Games,https://www.youtube.com/@SwordandBoardGames,美国,1210,是,RPG,中,Sword and Board Games suggests tabletop/RPG content,A
1461,Youtube,Blazewizard LIVE,https://www.youtube.com/@blazewizardlive,美国,1170,是,Casual,中,Wizard/gaming theme suggests casual gaming streams.,A
798,Youtube,JPlayzGames_,https://www.youtube.com/@jplayzgames_,美国,1160,是,Casual,中,Handle explicitly contains 'Games'; likely gaming creator despite fetch error.,B-recovered
803,Youtube,PopZap Games,https://www.youtube.com/@PopZapGames,美国,1100,是,Casual,中,PopZap suggests casual/fun games but unclear specifics.,A
411,Youtube,Internet Cafe Games,https://www.youtube.com/@internetcafegames,美国,1090,是,Casual,中,Internet cafe games suggests casual/arcade gaming.,A
1460,Youtube,DBLEX x GAMING,https://www.youtube.com/@DBLEXON,美国,1080,是,Casual,中,Gaming tag in handle indicates gaming content.,A
797,Youtube,Apex Shakib,https://www.youtube.com/@apexshakib,美国,1020,是,FPS,中,"Apex suggests Apex Legends, FPS game.",A
856,Youtube,IQ Quiz Challenge,https://www.youtube.com/@QuizChallengeIQ,美国,996,是,Casual,中,Quiz/challenge format suggests casual puzzle games.,A
669,Youtube,Danye,https://www.youtube.com/@Danyegaming,美国,962,是,FPS,中,Gaming handle suggests competitive/FPS content.,A
